name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price
48,22000,2011,1,1,60000,33668.17693359269
69,35000,2013,1,1,29500,50267.0
57,40000,2014,1,0,50000,61214.8671519867
131,75000,2016,1,1,10500,114777.87590997506
35,28000,2011,1,0,60000,42850.40700639069
132,55000,2018,1,1,39000,52790.0
1,30000,2014,1,1,24000,45911.150363990026
28,40000,2016,1,1,15000,61600.0
196,85000,2019,1,1,3000,130081.59269797173
65,12000,2007,1,0,100000,18364.46014559601
177,35000,2013,1,1,20350,54593.0
48,25000,2015,1,0,50000,38259.29196999169
48,40000,2012,1,0,37000,61214.8671519867
65,15000,2011,1,1,70000,22955.575181995013
130,55000,2018,1,1,15000,54475.0
90,60000,2015,1,1,28563,85011.0
197,115000,2018,1,1,11000,142680.0
198,5000,1998,1,1,60000,7651.858393998337
87,40000,2015,1,1,21121,61214.8671519867
195,50000,2014,1,1,25000,49211.0
1,28000,2014,1,1,13000,42850.40700639069
63,35000,2013,1,1,55000,53563.00875798836
62,25000,2007,1,0,100000,38259.29196999169
199,20000,2009,1,0,36000,30607.43357599335
90,40000,2013,1,1,34000,85011.0
187,86000,2018,1,1,12000,93400.0
112,65000,2011,1,1,29000,99474.15912197839
88,60000,2017,1,1,30000,80435.0
200,65000,1998,1,0,16500,99474.15912197839
32,41000,2017,1,1,33000,66697.0
201,110000,2017,1,1,11800,129662.0
24,32000,2017,1,1,39000,56147.0
87,37000,2014,1,1,16145,56623.7521155877
170,65000,2019,1,1,1000,55600.0
47,18000,2007,1,0,50000,27546.690218394015
35,28700,2012,1,0,49876,43921.66718155046
51,35000,2016,1,1,51000,54605.0
202,100000,2019,1,1,1300,153037.16787996676
16,21000,2010,1,1,11000,32137.805254793017
50,30000,2010,1,0,55000,45911.150363990026
77,90000,2019,1,1,20000,137733.45109197008
191,6000,1991,1,1,35000,9182.230072798005
47,23500,2010,1,1,60000,35963.73445179219
48,55000,2015,1,0,40000,84170.44233398171
108,35000,2010,1,1,46000,65800.0
192,15000,1998,1,1,65000,22955.575181995013
90,35000,2009,1,1,19000,85011.0
203,40000,2011,1,1,26000,61214.8671519867
204,15000,2009,1,1,86000,22955.575181995013
205,40000,2011,1,0,340000,61214.8671519867
111,75000,2016,1,1,40000,77545.0
116,70000,2016,1,1,10000,107126.01751597672
141,22000,2007,1,1,25000,33668.17693359269
40,80000,2019,1,1,10000,87042.0
48,72000,2017,1,1,24000,110186.76087357606
80,30000,2014,1,0,35000,45911.150363990026
103,25000,2011,1,0,30000,64589.0
81,65000,2018,1,1,6500,99474.15912197839
48,68000,2019,1,1,10000,104065.27415837739
174,27000,2016,1,1,28000,50280.0
5,25000,2015,1,1,35000,57241.0
9,45000,2016,1,1,20000,60122.0
34,200000,2019,1,1,5500,202310.0
90,20100,2008,1,1,36000,85011.0
87,30000,2014,1,1,25000,45911.150363990026
206,30000,2014,1,1,30000,51685.0
207,21000,2011,1,1,101000,47108.0
134,45000,2012,1,1,21000,68866.72554598504
26,45000,2014,1,1,57700,84751.0
208,14500,2012,1,1,44000,22190.38934259518
24,47000,2019,1,1,8800,56147.0
160,26000,2014,1,0,68000,39789.66364879136
26,25000,2013,1,1,120000,84751.0
209,10000,2000,1,1,24000,15303.716787996675
57,50000,2017,1,1,38000,76518.58393998338
1,23000,2010,1,1,40000,35198.548612392355
69,50000,2014,1,1,48000,50267.0
132,46000,2015,1,1,14000,55980.0
6,80000,2017,1,1,18000,87719.0
180,50000,2013,1,1,38000,85766.0
44,40000,2014,1,1,75000,83437.0
6,70000,2017,1,1,35000,87719.0
37,30900,2014,1,1,25000,71150.0
124,65000,2010,1,1,20000,75502.0
136,15000,2006,1,1,100000,22955.575181995013
57,89999,2019,1,1,6400,137731.92072029127
136,17600,2006,1,1,52000,26934.54154687415
119,17000,2007,1,1,16000,26016.318539594347
18,90000,2018,1,1,8200,132680.0
50,35000,2010,1,1,60000,53563.00875798836
17,70000,2017,1,1,16000,117926.0
9,15000,2011,1,1,47000,57549.0
130,35000,2016,1,1,18000,54475.0
69,15000,2006,1,1,50000,50267.0
9,50000,2018,1,1,6000,60122.0
97,69000,2017,1,1,20000,82813.0
148,15000,2011,1,1,65000,54760.0
105,25000,2008,1,1,25000,54299.0
15,30000,2012,1,1,23000,58314.0
94,45000,2014,1,1,5555,86744.0
68,35000,2016,1,1,38000,53563.00875798836
197,120000,2018,1,1,6000,142680.0
63,25000,2015,1,1,45000,38259.29196999169
112,80000,2017,1,1,27000,118997.0
136,10000,2007,1,1,98000,15303.716787996675
57,70000,2018,1,1,16000,107126.01751597672
48,35000,2011,1,1,50000,53563.00875798836
28,40000,2015,1,1,71250,61600.0
47,20000,2006,1,1,28000,30607.43357599335
5,30000,2012,1,1,50000,57241.0
101,8000,2005,1,0,82000,12242.97343039734
203,65000,2013,1,1,6409,99474.15912197839
210,20000,2008,1,1,54000,30607.43357599335
44,45000,2013,1,1,20000,76572.0
52,35000,2013,1,1,50000,78513.0
105,25000,2011,1,1,52000,54299.0
57,15000,2009,1,0,880000,22955.575181995013
30,65000,2017,1,1,23000,78350.0
124,45000,2011,1,1,35000,75502.0
144,45000,2017,1,1,49000,68866.72554598504
131,50000,2011,1,0,55000,76518.58393998338
149,85000,2018,1,0,15100,130081.59269797173
184,25000,2008,1,1,38000,38259.29196999169
64,60000,2017,1,1,12652,74295.0
211,100000,2019,1,1,7000,103170.0
100,180000,2019,1,0,13800,275466.90218394017
43,25000,2010,1,0,28000,42859.0
148,15000,2011,1,0,20000,54760.0
6,60000,2017,1,0,16008,92210.0
17,75000,2018,1,1,36000,117926.0
212,35000,2010,1,1,36000,53563.00875798836
67,55000,2018,1,1,380,53751.0
40,85000,2018,1,1,50000,87042.0
16,35000,2012,1,1,30000,53563.00875798836
8,35000,2011,1,1,35000,53563.00875798836
40,60000,2017,1,1,14500,84042.0
98,40000,2017,1,1,15000,61214.8671519867
48,30000,2010,1,1,54000,45911.150363990026
74,80000,2018,1,1,11000,122429.7343039734
46,24000,2011,1,1,43000,51994.0
87,18000,2010,1,1,15000,27546.690218394015
19,20000,2008,1,0,40000,30607.43357599335
10,40000,2016,1,1,93000,78712.0
98,20000,2012,1,1,24000,30607.43357599335
213,70000,2018,1,1,14000,107126.01751597672
19,50000,2019,1,1,29442,76518.58393998338
40,75000,2017,1,1,20000,84042.0
214,25000,2015,1,1,30000,38259.29196999169
6,70000,2017,1,1,38000,87543.0
70,55000,2018,1,1,18000,61545.0
33,51000,2018,1,1,14000,59422.0
42,74000,2019,1,1,13000,59844.0
40,65000,2017,1,1,42000,84042.0
88,60000,2016,1,0,27000,80435.0
131,110000,2019,1,1,4000,168340.88466796343
112,50000,2014,1,1,1200,118997.0
25,85009,2018,1,1,7500,130095.36604308094
19,60000,2013,1,1,15000,91822.30072798005
48,25000,2013,1,0,70000,38259.29196999169
25,75000,2019,1,1,12657,114777.87590997506
64,30000,2010,1,1,69000,74295.0
69,16600,2010,1,1,100000,50267.0
51,30000,2015,1,1,18000,54605.0
87,20000,2007,1,1,80000,30607.43357599335
33,62000,2019,1,1,11200,59422.0
12,60000,2016,1,1,17000,95955.0
85,45000,2014,1,1,56420,72492.0
29,40000,2011,1,1,82000,79432.0
60,75000,2018,1,1,10000,114777.87590997506
26,50000,2012,1,1,100000,84751.0
215,105000,2017,1,1,18345,160689.02627396508
141,30000,2009,1,1,20000,45911.150363990026
216,10000,2000,1,0,48000,15303.716787996675
103,45000,2014,1,1,14000,64589.0
197,145000,2018,1,0,4100,142680.0
64,45000,2016,1,0,50000,74295.0
33,65000,2019,1,1,3025,59422.0
103,20000,2011,1,1,60000,64589.0
174,37000,2016,1,1,6000,50280.0
217,18000,2011,1,1,35000,44814.0
28,25000,2013,1,1,50000,61600.0
33,46000,2018,1,1,10000,57557.0
159,55000,2019,1,1,7000,57112.0
78,40000,2016,1,1,34000,67187.0
35,25000,2012,1,0,20000,38259.29196999169
69,25000,2012,1,1,38000,50267.0
62,15000,2008,1,1,100000,22955.575181995013
74,70000,2018,1,1,20000,107126.01751597672
6,70000,2017,1,1,240000,92210.0
218,25000,1997,1,1,45354,38259.29196999169
199,10000,2009,1,1,100000,15303.716787996675
215,80000,2015,1,1,32000,122429.7343039734
219,25000,2015,1,0,14000,54253.0
214,35000,2016,1,1,70000,53563.00875798836
220,25000,2016,1,1,13500,51185.0
9,26000,2012,1,1,75000,57549.0
28,15000,2011,1,1,75000,61600.0
111,50000,2017,1,1,52000,77545.0
166,26500,2013,1,1,18860,49600.0
0,135000,2017,1,1,2700,206600.1766379551
6,80000,2016,1,1,100000,92661.0
101,30000,2016,1,1,38500,45911.150363990026
40,90000,2018,1,1,10500,87042.0
90,85000,2016,1,1,35000,85011.0
28,54000,2013,1,1,17000,61600.0
101,42000,2019,1,1,2900,64275.61050958603
110,25000,2014,1,1,30000,47032.0
160,50000,2016,1,0,14000,76518.58393998338
64,55000,2014,1,1,10000,74295.0
179,35000,2014,1,1,9556,54586.0
32,50000,2018,1,1,37000,64750.0
78,45000,2015,1,1,2700,65626.0
78,45000,2016,1,1,36000,67187.0
43,28000,2015,1,0,52000,42859.0
54,80000,2013,1,1,46000,122429.7343039734
93,130000,2016,1,1,12000,198948.31824395678
131,120000,2019,1,1,6500,183644.6014559601
71,27000,2012,1,1,14100,70851.0
87,30000,2014,1,1,40000,45911.150363990026
176,50000,2010,1,1,75000,71757.0
214,45000,2018,1,1,10000,68866.72554598504
83,28000,2009,1,1,29625,59183.0
69,6000,2006,1,0,35000,50267.0
52,35000,2016,1,1,32000,78513.0
144,30000,2014,1,1,20000,45911.150363990026
221,15000,2007,1,1,70000,52710.0
85,45000,2013,1,1,57000,75936.0
222,18000,2005,1,1,11000,27546.690218394015
149,85000,2018,1,1,17500,130081.59269797173
83,30000,2014,1,1,7000,59183.0
119,40000,2018,1,1,17500,61214.8671519867
113,34000,2018,1,1,25000,52032.637079188695
47,8000,2003,1,1,53500,12242.97343039734
78,70000,2018,1,1,15000,67187.0
1,50000,2016,1,1,8000,76518.58393998338
24,35000,2015,1,1,39448,56147.0
136,20000,2006,1,1,75000,30607.43357599335
48,50000,2012,1,1,28000,76518.58393998338
141,37000,2008,1,1,62000,56623.7521155877
214,69000,2018,1,1,12000,105595.64583717706
27,28000,2012,1,1,49999,42850.40700639069
9,25000,2011,1,1,70000,57549.0
135,60000,2018,1,1,25000,81508.0
223,50000,2014,1,1,20000,72532.0
23,135000,2016,1,1,4500,206600.1766379551
224,30000,2014,1,1,45000,49146.0
29,60000,2014,1,1,68000,79432.0
69,23000,2009,1,1,95000,50267.0
62,20000,2009,1,1,16000,30607.43357599335
196,80000,2019,1,1,5000,122429.7343039734
45,99000,2006,1,0,36000,151506.79620116708
77,90000,2018,1,1,70000,137733.45109197008
136,20000,2005,1,1,27370,30607.43357599335
28,50000,2017,1,1,8600,61600.0
222,27000,2002,1,1,49000,41320.035327591024
225,60000,2018,1,1,16000,91822.30072798005
50,12000,2007,1,0,100000,18364.46014559601
156,50000,2014,1,1,10000,72973.0
166,20000,2012,1,0,30000,49600.0
39,45000,2018,1,1,7000,58900.0
134,40000,2013,1,1,68000,61214.8671519867
29,45000,2016,1,0,20000,79432.0
69,25000,2015,1,1,25000,50267.0
37,75000,2019,1,1,8900,71150.0
47,25000,2007,1,1,70000,38259.29196999169
63,25000,2006,1,0,40000,38259.29196999169
140,100000,2019,1,1,8500,107500.0
64,30000,2012,1,1,32000,74295.0
141,25000,2010,1,1,55000,38259.29196999169
184,10000,2006,1,1,75000,15303.716787996675
65,25000,2008,1,0,65000,38259.29196999169
226,120000,2016,1,1,345000,183644.6014559601
195,42000,2014,1,1,21000,53415.0
143,30000,2013,1,1,60000,49412.0
201,77000,2014,1,1,38000,132513.0
176,25000,2011,1,1,40000,71757.0
227,15000,2006,1,1,40000,22955.575181995013
39,25000,2013,1,1,25000,59640.0
33,50000,2018,1,1,25000,57957.0
21,30000,2014,1,1,25000,53900.0
77,125000,2019,1,1,3000,191296.45984995842
8,35000,2011,1,1,28000,53563.00875798836
97,45000,2015,1,1,40000,78316.0
140,98000,2019,1,1,8500,107500.0
48,75000,2017,1,1,30000,114777.87590997506
165,55000,2017,1,0,20000,80821.0
119,25000,2013,1,1,30000,38259.29196999169
5,70000,2014,1,1,12566,49150.0
228,24000,2011,1,1,17000,36728.92029119202
57,70000,2018,1,1,17000,107126.01751597672
229,45000,2017,1,1,35000,58906.0
94,25000,2015,1,1,40000,86744.0
161,170000,2019,1,1,1400,146400.0
159,38000,2016,1,1,37000,54500.0
111,45000,2015,1,1,15000,77545.0
230,15000,2009,1,1,46000,22955.575181995013
16,45000,2012,1,1,75000,68866.72554598504
43,22000,2014,1,1,14289,42859.0
220,30000,2015,1,0,20000,51185.0
23,100000,2012,1,1,28000,153037.16787996676
0,100000,2014,1,1,19000,153037.16787996676
48,60000,2017,1,1,28450,91822.30072798005
226,100000,2014,1,1,31500,153037.16787996676
48,40000,2016,1,1,28000,61214.8671519867
48,21000,2007,1,1,100000,32137.805254793017
80,40000,2018,1,1,16000,61214.8671519867
69,25000,2007,1,1,17860,50267.0
29,45000,2015,1,1,24000,79432.0
116,75000,2016,1,1,10950,114777.87590997506
1,45000,2017,1,1,35850,68866.72554598504
66,35000,2016,1,1,29000,53436.0
7,60000,2001,1,0,4000,91822.30072798005
135,60000,2016,1,1,45420,81508.0
0,130000,2018,1,0,35000,198948.31824395678
32,42000,2017,1,1,19800,64750.0
78,76000,2018,1,1,23000,65626.0
212,40000,2014,1,1,35000,61214.8671519867
63,65000,2018,1,1,7500,99474.15912197839
110,20000,2013,1,1,20000,47032.0
6,75000,2016,1,1,72000,92661.0
6,70000,2018,1,1,7000,92661.0
25,105000,2019,1,1,6000,160689.02627396508
32,50000,2017,1,1,34300,62317.0
0,120000,2017,1,1,7199,183644.6014559601
90,25000,2011,1,1,43000,85011.0
231,30000,2017,1,1,8000,30490.0
134,50000,2017,1,1,9999,76518.58393998338
8,25000,2007,1,1,80000,38259.29196999169
90,50000,2014,1,1,30000,85011.0
105,35000,2015,1,1,12000,54299.0
90,30000,2009,1,1,17500,85011.0
87,37000,2016,1,1,45000,56623.7521155877
64,42000,2013,1,1,38000,74295.0
171,119000,2016,1,1,19800,182114.22977716042
146,300000,2011,1,1,12000,589000.0
0,130000,1993,1,0,10000,198948.31824395678
47,22000,2008,1,0,85000,33668.17693359269
136,15000,2007,1,1,70000,22955.575181995013
232,160000,2017,1,1,2009,170994.0
233,185000,2018,1,1,1500,198605.0
234,110000,2014,1,1,12077,208902.0
100,150000,2017,1,1,20000,229555.75181995012
7,150000,1995,1,0,20000,229555.75181995012
131,45000,2011,1,1,40000,68866.72554598504
12,75000,2018,1,1,12000,95955.0
70,50000,2017,1,1,27000,61545.0
87,30000,2013,1,1,93000,45911.150363990026
118,30000,2015,1,1,12000,64071.0
50,22000,2011,1,1,36000,33668.17693359269
182,75000,2015,1,1,11000,108000.0
24,45000,2017,1,1,26000,56147.0
28,35000,2014,1,1,450000,61600.0
69,35000,2012,1,1,29000,50267.0
101,25000,2017,1,1,45000,38259.29196999169
6,70000,2017,1,1,13000,92210.0
235,10000,2005,1,1,48000,15303.716787996675
2,180000,2018,1,1,5814,148114.0
43,24000,2014,1,1,31000,42859.0
87,42000,2017,1,1,25000,64275.61050958603
236,26000,2002,1,0,28000,39789.66364879136
1,60000,2018,1,1,11000,91822.30072798005
90,72000,2017,0,1,7850,85011.0
23,120000,2015,1,1,10000,183644.6014559601
23,59000,2005,1,0,40000,90291.92904918038
183,185000,2015,1,0,5000,189313.0
2,140000,2018,1,1,14000,148114.0
38,205000,2018,1,1,7500,313726.1941539318
237,30000,2013,1,1,25000,46779.0
172,18000,2004,1,1,46700,54852.0
48,35000,2011,1,1,12000,53563.00875798836
100,185000,2019,1,1,6000,283118.76057793846
238,300000,2016,1,1,9800,360000.0
24,30000,2015,1,0,46070,56147.0
48,35000,2009,1,1,14500,53563.00875798836
50,35000,2008,1,1,70000,53563.00875798836
47,25000,2008,0,0,100000,38259.29196999169
112,80000,2013,0,1,30000,118997.0
136,20000,2004,1,0,127000,30607.43357599335
182,43000,2012,1,0,63000,108000.0
136,20000,2010,1,0,30000,30607.43357599335
239,20000,2011,1,1,10000,37675.0
125,40000,2015,1,1,10000,52271.0
134,30000,2011,1,1,89000,45911.150363990026
43,21000,2009,1,1,50000,42859.0
26,35000,2011,1,1,15500,84751.0
9,23000,2011,1,1,66000,57549.0
134,40000,2017,1,0,80000,61214.8671519867
87,40000,2011,1,1,8600,61214.8671519867
224,45000,2014,1,1,40000,47186.0
88,60000,2016,1,1,25000,80435.0
26,40000,2013,1,1,34500,84751.0
123,42000,2016,1,1,15500,59095.0
69,18000,2011,1,1,28000,50267.0
207,15000,2006,1,1,40000,46575.0
115,45000,2013,1,1,40000,68866.72554598504
207,25000,2016,1,1,50000,47108.0
48,70000,2017,1,1,24000,107126.01751597672
43,23000,2012,1,1,50000,42859.0
172,10000,2005,1,1,55000,54852.0
136,25000,2012,1,1,70000,38259.29196999169
83,25000,2012,1,0,12000,59183.0
90,50000,2010,1,1,70000,85011.0
124,60000,2015,1,0,16000,75502.0
235,35000,2014,1,1,38000,53563.00875798836
143,50000,2016,1,1,100000,49412.0
32,50000,2016,1,1,45000,64750.0
65,25500,2012,1,1,28990,39024.47780939152
115,35000,2010,1,1,13000,53563.00875798836
65,20000,2005,1,1,15000,30607.43357599335
51,40000,2016,1,1,60000,54605.0
103,45000,2017,1,1,22000,64589.0
50,30000,2008,1,1,19500,45911.150363990026
166,30000,2013,1,1,25000,49600.0
8,30000,2011,1,0,70000,45911.150363990026
48,40000,2014,1,0,65000,61214.8671519867
5,25000,2012,1,1,86000,53857.0
214,45000,2017,1,1,30000,68866.72554598504
58,65000,2015,1,1,33000,92074.0
51,40000,2015,1,1,36000,54605.0
115,40000,2010,1,1,41000,61214.8671519867
6,70000,2017,1,1,28000,83340.0
80,35000,2018,1,1,15000,53563.00875798836
46,35000,2015,1,1,35280,51994.0
114,15000,2004,1,1,18000,22955.575181995013
45,99000,2012,1,1,28000,151506.79620116708
45,90000,2012,1,1,40000,137733.45109197008
115,20000,2010,1,1,17000,30607.43357599335
167,36000,2016,1,1,23000,65599.0
173,32000,2014,1,1,30000,44756.0
51,50000,2016,1,1,6000,54605.0
103,50000,2015,1,1,48000,64589.0
203,60000,2014,1,1,16000,91822.30072798005
8,40000,2009,1,1,50000,61214.8671519867
8,35000,2012,1,1,60000,53563.00875798836
240,175000,2018,1,1,3000,190000.0
241,170000,2019,1,1,1400,182000.0
242,165000,2019,1,1,4000,178000.0
36,145000,2019,1,1,1200,160000.0
0,135000,2019,1,1,4100,147000.0
243,135000,2017,1,1,21700,237000.0
244,135000,2016,1,0,16500,345000.0
245,125000,2015,1,1,15000,150000.0
245,120000,2018,1,1,18000,150000.0
0,120000,2019,1,1,11000,147000.0
242,120000,2018,1,1,6000,178000.0
245,115000,2018,1,1,8700,150000.0
246,115000,2016,1,1,7000,240000.0
56,115000,2018,1,1,35000,140000.0
0,115000,2017,1,1,17000,147000.0
0,111000,2017,1,1,17500,147000.0
0,110000,2015,1,1,33000,147000.0
240,110000,2017,1,1,14000,190000.0
0,110000,2017,1,1,26000,147000.0
240,105000,2015,1,1,5400,190000.0
247,105000,2018,1,1,5700,126000.0
245,105000,2013,1,1,6900,150000.0
49,105000,2018,1,1,6000,117000.0
0,100000,2015,1,1,46500,147000.0
95,95000,2014,1,1,11500,175000.0
95,90000,2011,1,1,40000,175000.0
248,90000,2019,1,1,1300,95000.0
249,75000,2018,1,1,7000,80000.0
6,80000,2019,1,1,3000,87000.0
40,78000,2019,1,1,5000,84000.0
6,75000,2019,1,1,11000,87000.0
250,75000,2017,1,1,18000,82000.0
248,75000,2019,1,1,3500,95000.0
248,72000,2018,1,1,500,95000.0
57,65000,2019,1,1,11800,81000.0
48,65000,2017,1,1,5000,74000.0
251,65000,2016,1,1,23500,120000.0
252,65000,2015,1,1,16000,78700.0
6,60000,2018,1,1,15000,87000.0
253,60000,2017,1,1,16600,95000.0
251,60000,2015,1,1,32000,120000.0
254,60000,2018,1,1,20000,80000.0
255,60000,2017,1,1,29000,84000.0
255,60000,2018,1,1,25000,84000.0
256,60000,2016,1,1,25000,99000.0
57,60000,2014,1,1,19000,81000.0
252,55000,2016,1,1,15000,78700.0
40,55000,2017,1,1,58000,84000.0
257,52000,2012,1,1,45000,94000.0
257,51000,2018,1,1,24000,94000.0
258,50000,2013,1,1,6000,82600.0
259,50000,2018,1,1,31000,55000.0
260,50000,2014,1,1,13000,99000.0
260,50000,2015,1,1,45000,99000.0
261,50000,2016,1,1,8000,88000.0
73,48000,2019,1,1,4300,51000.0
262,48000,2019,1,1,15000,52000.0
40,48000,2017,1,1,23000,84000.0
263,48000,2019,1,1,8600,54000.0
73,45000,2019,1,1,4000,51000.0
12,45000,2013,1,1,24000,95000.0
258,45000,2016,1,1,23000,82600.0
260,45000,2014,1,1,14500,99000.0
253,45000,2012,1,1,27000,95000.0
264,45000,2018,1,1,14000,54000.0
265,45000,2018,1,1,500,54000.0
266,45000,2018,1,1,1000,55000.0
57,42000,2016,1,1,42000,81000.0
44,42000,2015,1,1,12000,73000.0
264,40000,2017,1,1,14000,54000.0
267,40000,2014,1,1,5500,83000.0
266,40000,2017,1,1,6700,55000.0
103,40000,2016,1,1,13700,64000.0
268,40000,2019,1,1,1300,51000.0
189,38000,2017,1,1,38600,72000.0
8,38000,2013,1,1,75000,78700.0
269,35000,2013,1,1,30000,105000.0
144,35000,2018,1,1,24000,57000.0
270,35000,2016,1,1,19000,52000.0
269,31000,2012,1,1,213000,105000.0
271,30000,2014,1,1,60000,51000.0
272,30000,2018,1,1,50000,48000.0
273,30000,2015,1,1,30000,58000.0
43,27000,2015,1,1,21000,47000.0
48,25000,2010,1,0,26000,75000.0
98,25000,2010,1,1,1900,58000.0
148,25000,2012,1,1,22000,52000.0
274,25000,2015,1,1,32000,51000.0
275,25000,2015,1,1,18000,57000.0
134,20000,2007,1,1,55000,57000.0
48,20000,2010,1,1,60000,75000.0
9,20000,2014,1,0,25000,57000.0
52,20000,2009,1,0,49000,75000.0
276,20000,2015,1,0,24000,65000.0
277,20000,2010,1,1,50000,78700.0
278,18000,2017,1,1,35000,32000.0
265,17000,2010,1,1,500000,52000.0
274,16000,2012,1,1,33000,51000.0
9,15000,2013,1,0,35000,57000.0
273,12000,2009,1,1,53000,58000.0
48,10000,2008,1,1,92233,75000.0
